,0
783,11
784,11
785,3
786,2
787,3
788,15
789,14
790,8
791,4
792,13
793,5
794,12
795,2
796,14
797,6
798,9
799,16
800,15
801,6
802,14
803,9
804,6
805,14
806,12
807,11
808,9
809,15
810,14
811,13
812,2
813,4
814,16
815,7
816,4
817,4
818,7
819,6
820,13
821,5
822,16
823,11
824,13
825,5
826,10
827,16
828,4
829,3
830,3
831,10
832,11
833,10
834,11
835,11
836,6
837,8
838,4
839,10
840,14
841,6
842,10
843,3
844,12
845,3
846,3
847,4
848,12
849,4
850,12
851,7
852,12
853,12
854,11
855,8
856,4
857,8
858,7
859,8
860,5
861,13
862,6
863,14
864,9
865,7
866,3
867,10
868,15
869,15
870,3
871,16
872,13
873,7
874,10
875,12
876,9
877,1
878,7
879,15
880,6
881,5
882,1
883,2
884,11
885,2
886,6
887,1
888,6
889,10
890,14
891,13
892,15
893,10
894,8
895,3
896,12
897,8
898,13
899,5
900,2
901,9
902,16
903,5
904,11
905,3
906,11
907,11
908,7
909,5
910,12
911,16
912,14
913,6
914,2
915,2
916,1
917,2
918,16
919,8
920,9
921,13
922,6
923,5
924,1
925,3
926,1
927,6
928,11
929,11
930,13
931,13
932,7
933,2
934,1
935,1
936,6
937,6
938,7
939,10
940,4
941,8
942,11
943,11
944,6
945,7
946,3
947,16
948,7
949,15
950,5
951,6
952,1
953,6
954,11
955,12
956,13
957,13
958,10
959,9
960,4
961,5
962,13
963,10
964,6
965,5
966,15
967,8
968,14
969,8
970,8
971,13
972,2
973,16
974,2
975,5
976,11
977,9
978,7
979,7
980,11
981,1
982,4
983,8
984,5
985,13
986,10
987,14
988,12
989,3
990,8
991,11
992,13
993,4
994,7
995,12
996,10
997,9
998,11
999,4
1000,1
1001,10
1002,4
1003,12
1004,8
1005,10
1006,7
1007,16
1008,5
1009,13
1010,15
1011,3
1012,1
1013,2
1014,3
1015,13
1016,10
1017,12
1018,14
1019,14
1020,5
1021,10
1022,5
1023,5
1024,5
1025,7
1026,6
1027,7
1028,13
1029,9
1030,11
1031,10
1032,2
1033,14
1034,4
1035,7
1036,5
1037,14
1038,15
1039,1
1040,2
1041,4
1042,1
1043,16
1044,15
1045,6
1046,9
1047,4
1048,5
1049,15
1050,16
1051,7
1052,13
1053,16
1054,1
1055,11
1056,7
1057,10
1058,4
1059,3
1060,2
1061,10
1062,9
1063,6
1064,11
1065,15
1066,9
1067,12
1068,11
1069,4
1070,8
1071,2
1072,10
1073,8
1074,10
1075,13
1076,3
1077,8
1078,9
1079,11
1080,3
1081,3
1082,5
1083,5
1084,6
1085,13
1086,1
1087,4
1088,6
1089,15
1090,11
1091,10
1092,2
1093,3
1094,11
1095,9
1096,11
1097,8
1098,6
1099,8
1100,12
1101,11
1102,11
1103,12
1104,15
1105,6
1106,8
1107,15
1108,11
1109,9
1110,12
1111,3
1112,10
1113,2
1114,16
1115,15
1116,3
1117,6
1118,6
1119,3
1120,6
1121,1
1122,12
1123,4
1124,10
1125,13
1126,5
1127,14
1128,11
1129,11
1130,14
1131,8
1132,12
1133,3
1134,7
1135,11
1136,7
1137,16
1138,10
1139,2
1140,16
1141,15
1142,11
1143,11
1144,14
1145,14
1146,4
1147,11
1148,8
1149,14
1150,11
1151,2
1152,10
1153,7
1154,13
1155,15
1156,14
1157,5
1158,14
1159,13
1160,13
1161,9
1162,2
1163,2
1164,3
1165,1
1166,15
1167,2
1168,2
1169,2
1170,11
1171,2
1172,11
1173,15
1174,10
1175,13
1176,8
1177,1
1178,14
1179,5
1180,5
1181,13
1182,2
1183,8
1184,8
1185,11
1186,11
1187,7
1188,11
1189,7
1190,5
1191,16
1192,4
1193,12
1194,10
1195,12
1196,12
1197,4
1198,16
1199,14
1200,14
1201,13
1202,10
1203,14
1204,11
1205,7
1206,7
1207,11
1208,10
1209,7
1210,3
1211,2
1212,2
1213,12
1214,15
1215,5
1216,13
1217,6
1218,7
1219,4
1220,2
1221,5
1222,9
1223,11
1224,16
1225,8
1226,13
1227,15
1228,5
1229,10
1230,5
1231,16
1232,3
1233,2
1234,14
1235,14
1236,8
1237,1
1238,6
1239,10
1240,6
1241,12
1242,1
1243,11
1244,6
1245,14
1246,8
1247,7
1248,12
1249,14
1250,3
1251,11
1252,5
1253,11
1254,11
1255,4
1256,3
1257,4
1258,4
1259,1
1260,15
1261,13
1262,2
1263,6
1264,15
1265,5
1266,9
1267,16
1268,8
1269,7
1270,14
1271,14
1272,16
1273,10
1274,7
1275,5
1276,10
1277,14
1278,11
1279,10
1280,4
1281,11
1282,5
1283,6
1284,3
1285,3
1286,1
1287,13
1288,5
1289,14
1290,15
1291,11
1292,13
1293,5
1294,3
1295,2
1296,15
1297,13
1298,8
1299,6
1300,14
1301,5
1302,15
1303,14
1304,7
1305,7
1306,10
1307,16
1308,6
1309,5
1310,3
1311,3
1312,5
1313,9
1314,7
1315,7
1316,8
1317,2
1318,11
1319,3
1320,1
1321,9
1322,6
1323,14
1324,10
1325,7
1326,11
1327,12
1328,11
1329,7
1330,10
1331,7
1332,10
1333,11
1334,3
1335,11
1336,6
1337,5
1338,6
1339,14
1340,9
1341,14
1342,12
1343,7
1344,14
1345,5
1346,5
1347,10
1348,8
1349,5
1350,16
1351,1
1352,12
1353,7
1354,7
1355,2
1356,9
1357,13
1358,6
1359,2
1360,11
1361,7
1362,10
1363,5
1364,13
1365,13
1366,6
1367,5
1368,14
1369,6
1370,5
1371,15
1372,11
1373,3
1374,6
1375,10
1376,15
1377,6
1378,1
1379,16
1380,16
1381,6
1382,9
1383,3
1384,8
1385,7
1386,14
1387,14
1388,3
1389,4
1390,13
1391,5
1392,8
1393,3
1394,1
1395,3
1396,2
1397,3
1398,6
1399,9
1400,16
1401,13
1402,13
1403,11
1404,1
1405,14
1406,2
1407,7
1408,15
1409,11
1410,11
1411,3
1412,11
1413,11
1414,5
1415,15
1416,11
1417,11
1418,15
1419,10
1420,7
1421,3
1422,8
1423,16
1424,16
1425,10
1426,8
1427,2
1428,6
1429,16
1430,2
1431,6
1432,10
1433,16
1434,6
1435,6
1436,4
1437,10
1438,6
1439,6
1440,15
1441,15
1442,12
1443,11
1444,2
1445,6
1446,14
1447,6
1448,15
1449,13
1450,3
1451,2
1452,4
1453,6
1454,12
1455,12
1456,14
1457,6
1458,3
1459,14
1460,13
1461,13
1462,13
1463,15
1464,14
1465,5
1466,7
1467,4
1468,5
1469,5
1470,13
1471,5
1472,7
1473,6
1474,5
1475,6
1476,1
1477,14
1478,13
1479,15
1480,7
1481,15
1482,3
1483,4
1484,3
1485,10
1486,1
1487,11
1488,6
1489,1
1490,9
1491,10
1492,1
1493,6
1494,4
1495,3
1496,11
1497,7
1498,11
1499,11
1500,14
1501,5
1502,15
1503,9
1504,14
1505,15
1506,8
1507,6
1508,16
1509,10
1510,8
1511,10
1512,7
1513,7
1514,16
1515,2
1516,8
1517,5
1518,10
1519,3
1520,10
1521,8
1522,1
1523,5
1524,1
1525,11
1526,2
1527,2
1528,13
1529,7
1530,6
1531,10
1532,11
1533,12
1534,13
1535,15
1536,2
1537,16
1538,11
1539,12
1540,7
1541,12
1542,11
1543,2
1544,5
1545,14
1546,13
1547,5
1548,8
1549,10
1550,5
1551,13
1552,5
1553,9
1554,14
1555,16
1556,13
1557,8
1558,12
1559,11
1560,8
1561,8
1562,6
1563,6
1564,14
1565,13
1566,5
1567,5
1568,1
1569,6
1570,13
1571,5
1572,8
1573,4
1574,16
1575,14
1576,13
1577,13
1578,6
1579,6
1580,15
1581,9
1582,10
1583,12
1584,3
1585,11
1586,5
1587,11
1588,7
1589,2
1590,2
1591,11
1592,13
1593,14
1594,4
1595,7
1596,11
1597,11
1598,16
1599,15
1600,14
1601,8
1602,5
1603,5
1604,9
1605,7
1606,4
1607,4
1608,5
1609,9
1610,12
1611,7
1612,12
1613,15
1614,11
1615,16
1616,3
1617,6
1618,16
1619,8
1620,12
1621,10
1622,8
1623,3
1624,7
1625,11
1626,10
1627,15
1628,11
1629,3
1630,2
1631,14
1632,14
1633,1
1634,11
1635,2
1636,16
1637,10
1638,8
1639,9
1640,12
1641,10
1642,2
1643,16
1644,7
1645,7
1646,3
1647,7
1648,1
1649,9
1650,16
1651,10
1652,1
1653,14
1654,1
1655,11
1656,9
1657,10
1658,12
1659,10
1660,15
1661,12
1662,16
1663,12
1664,5
1665,13
1666,6
1667,8
1668,11
1669,12
1670,12
1671,4
1672,5
1673,15
1674,6
1675,7
1676,5
1677,14
1678,15
1679,13
1680,13
1681,16
1682,2
1683,11
1684,11
1685,16
1686,6
1687,13
1688,10
1689,7
1690,1
1691,2
1692,10
1693,11
1694,14
1695,5
1696,15
1697,5
1698,3
1699,6
1700,5
1701,10
1702,3
1703,3
1704,13
1705,1
1706,2
1707,2
1708,10
1709,11
1710,5
1711,14
1712,14
1713,2
1714,5
1715,8
1716,5
1717,13
1718,12
1719,12
1720,6
1721,16
1722,2
1723,2
1724,7
1725,11
1726,1
1727,13
1728,13
1729,10
1730,12
1731,12
1732,2
1733,13
1734,13
1735,13
1736,9
1737,2
1738,2
1739,1
1740,15
1741,16
1742,3
1743,8
1744,11
1745,11
1746,16
1747,5
1748,15
1749,10
1750,1
1751,11
1752,5
1753,1
1754,12
1755,7
1756,3
1757,15
1758,14
1759,15
1760,8
1761,3
1762,16
1763,7
1764,12
1765,12
1766,11
1767,3
1768,7
1769,13
1770,9
1771,11
1772,6
1773,6
1774,14
1775,7
1776,3
1777,6
1778,11
1779,13
1780,13
1781,14
1782,9
1783,13
1784,5
1785,13
1786,3
1787,5
1788,6
1789,10
1790,12
1791,14
1792,5
1793,10
1794,5
1795,5
1796,9
1797,6
1798,12
1799,3
1800,9
1801,3
1802,11
1803,11
1804,10
1805,10
1806,8
1807,4
1808,10
1809,15
1810,4
1811,11
1812,4
1813,12
1814,6
1815,7
1816,6
1817,6
1818,5
1819,15
1820,16
1821,13
1822,10
1823,8
1824,14
1825,15
1826,12
1827,3
1828,6
1829,6
1830,9
1831,3
1832,7
1833,6
1834,3
1835,3
1836,3
1837,4
1838,3
1839,12
1840,12
1841,15
1842,14
1843,5
1844,13
1845,13
1846,13
1847,10
1848,9
1849,6
1850,10
1851,2
1852,13
1853,16
1854,14
1855,9
1856,5
1857,11
1858,7
1859,12
1860,1
1861,6
1862,15
1863,6
1864,14
1865,10
1866,8
1867,11
1868,14
1869,13
1870,13
1871,5
1872,14
1873,5
1874,3
1875,12
1876,14
1877,5
1878,16
1879,7
1880,10
1881,2
1882,6
1883,3
1884,15
1885,9
1886,10
1887,6
1888,2
1889,4
1890,1
1891,14
1892,12
1893,4
1894,4
1895,11
1896,10
1897,15
1898,1
1899,14
1900,11
1901,2
1902,11
1903,4
1904,9
1905,16
1906,9
1907,11
1908,6
1909,14
1910,12
1911,5
1912,12
1913,4
1914,8
1915,9
1916,5
1917,8
1918,15
1919,7
1920,16
1921,7
1922,15
1923,9
1924,9
1925,2
1926,4
1927,2
1928,15
1929,15
1930,14
1931,6
1932,7
1933,11
1934,10
1935,3
1936,7
1937,1
1938,3
1939,6
1940,3
1941,11
1942,11
1943,7
1944,11
1945,10
1946,12
1947,3
1948,11
1949,4
1950,10
1951,4
1952,16
1953,8
1954,15
1955,9
1956,11
1957,10
1958,8
1959,11
1960,6
1961,9
1962,8
1963,3
1964,3
1965,11
1966,3
1967,16
1968,9
1969,7
1970,2
1971,6
1972,2
1973,5
1974,5
1975,8
1976,10
1977,5
1978,8
1979,2
1980,13
1981,1
1982,10
1983,6
1984,2
1985,16
1986,15
1987,10
1988,15
1989,9
1990,2
1991,10
1992,4
1993,3
1994,1
1995,15
1996,13
1997,9
1998,11
1999,6
2000,14
2001,13
2002,3
2003,15
2004,11
2005,12
2006,13
2007,13
2008,3
2009,8
2010,5
2011,10
2012,10
2013,12
2014,10
2015,12
2016,5
2017,4
2018,6
2019,8
2020,8
2021,2
2022,6
2023,3
2024,7
2025,12
2026,12
2027,1
2028,8
2029,4
2030,1
2031,1
2032,12
2033,11
2034,8
2035,2
2036,15
2037,2
2038,13
2039,13
2040,12
2041,3
2042,13
2043,14
2044,15
2045,14
2046,1
2047,8
2048,8
2049,3
2050,9
2051,13
2052,1
2053,1
2054,10
2055,15
2056,16
2057,8
2058,7
2059,10
2060,16
2061,7
2062,16
2063,14
2064,14
2065,15
2066,12
2067,12
2068,6
2069,5
2070,16
2071,14
2072,1
2073,4
2074,14
2075,13
2076,6
2077,10
2078,11
2079,12
2080,4
2081,11
2082,13
2083,11
2084,10
2085,14
2086,9
2087,10
2088,9
2089,2
2090,4
2091,4
2092,6
2093,5
2094,11
2095,5
2096,7
2097,7
2098,8
2099,11
2100,10
2101,13
2102,12
2103,15
2104,16
2105,15
2106,10
2107,14
2108,11
2109,12
2110,10
2111,16
2112,6
2113,5
2114,3
2115,7
2116,6
2117,6
2118,6
2119,11
2120,5
2121,14
2122,10
2123,2
2124,5
2125,10
2126,10
2127,14
2128,14
2129,16
2130,5
2131,6
2132,11
2133,8
2134,6
2135,7
2136,5
2137,14
2138,15
2139,15
2140,1
2141,1
2142,7
2143,9
2144,16
2145,12
2146,5
2147,5
2148,2
2149,16
2150,6
2151,8
2152,13
2153,10
2154,15
2155,2
2156,5
2157,8
2158,11
2159,7
2160,6
2161,10
2162,13
2163,9
2164,13
2165,6
2166,3
2167,15
2168,8
2169,2
2170,9
2171,9
2172,13
2173,11
2174,10
2175,7
2176,16
2177,12
2178,11
2179,3
2180,8
2181,2
2182,8
2183,5
2184,5
2185,16
2186,6
2187,1
2188,10
2189,3
2190,3
2191,7
2192,10
2193,14
2194,10
2195,16
2196,15
2197,15
2198,7
2199,15
2200,11
2201,12
2202,4
2203,13
2204,14
2205,16
2206,11
2207,10
2208,4
2209,8
2210,4
2211,11
2212,7
2213,7
2214,13
2215,5
2216,8
2217,4
2218,14
2219,6
2220,7
2221,16
2222,15
2223,13
2224,12
2225,4
2226,3
2227,9
2228,10
2229,6
2230,16
2231,1
2232,3
2233,4
2234,7
2235,10
2236,11
2237,4
2238,2
2239,1
2240,1
2241,16
2242,2
2243,10
2244,13
2245,14
2246,10
2247,9
2248,6
2249,5
2250,10
2251,15
2252,7
2253,10
2254,16
2255,3
2256,8
2257,8
2258,6
2259,14
2260,11
2261,11
2262,4
2263,11
2264,2
2265,11
2266,3
2267,16
2268,16
2269,5
2270,9
2271,12
2272,10
2273,14
2274,12
2275,4
2276,14
2277,6
2278,15
2279,13
2280,6
2281,14
2282,15
2283,12
2284,15
2285,2
2286,2
2287,12
2288,14
2289,5
2290,13
2291,14
2292,10
2293,15
2294,14
2295,5
2296,14
2297,15
2298,5
2299,5
2300,1
2301,7
2302,12
2303,15
2304,13
2305,13
2306,9
2307,9
2308,11
2309,7
2310,11
2311,6
2312,11
2313,3
2314,5
2315,5
2316,9
2317,7
2318,6
2319,10
2320,4
2321,10
2322,7
2323,13
2324,2
2325,16
2326,11
2327,8
2328,5
2329,13
2330,10
2331,5
2332,14
2333,3
2334,15
2335,1
2336,3
2337,10
2338,9
2339,13
2340,11
2341,7
2342,14
2343,8
2344,8
2345,1
2346,15
2347,5
2348,7
2349,7
2350,13
2351,5
2352,1
2353,10
2354,4
2355,7
2356,7
2357,7
2358,12
2359,3
2360,6
2361,10
2362,15
2363,3
2364,14
2365,15
2366,10
2367,2
2368,10
2369,9
2370,11
2371,3
2372,14
2373,13
2374,3
2375,12
2376,1
2377,14
2378,11
2379,9
2380,15
2381,14
2382,7
2383,1
2384,2
2385,14
2386,3
2387,11
2388,11
2389,1
2390,12
2391,12
2392,7
2393,13
2394,1
2395,9
2396,15
2397,5
2398,11
2399,4
2400,14
2401,16
2402,15
2403,16
2404,14
2405,16
2406,11
2407,11
2408,5
2409,13
2410,3
2411,7
2412,9
2413,14
2414,6
2415,6
2416,16
2417,16
2418,9
2419,12
2420,13
2421,6
2422,4
2423,11
2424,11
2425,13
2426,5
2427,14
2428,16
2429,10
2430,10
2431,10
2432,6
2433,5
2434,1
2435,16
2436,11
2437,8
2438,5
2439,13
2440,6
2441,9
2442,12
2443,3
2444,10
2445,11
2446,12
2447,12
2448,11
2449,12
2450,1
2451,13
2452,12
2453,15
2454,14
2455,13
2456,4
2457,10
2458,6
2459,9
2460,6
2461,11
2462,10
2463,8
2464,12
2465,3
2466,13
2467,5
2468,11
2469,4
2470,15
2471,5
2472,13
2473,13
2474,10
2475,10
2476,5
2477,14
2478,11
2479,4
2480,8
2481,7
2482,13
2483,15
2484,7
2485,12
2486,6
2487,5
2488,14
2489,9
2490,3
2491,11
2492,7
2493,12
2494,3
2495,7
2496,16
2497,9
2498,15
2499,12
2500,14
2501,13
2502,8
2503,2
2504,11
2505,2
2506,11
2507,9
2508,7
2509,4
2510,12
2511,8
2512,2
2513,10
2514,5
2515,9
2516,5
2517,5
2518,4
2519,4
2520,8
2521,15
2522,14
2523,6
2524,1
2525,10
2526,1
2527,14
2528,13
2529,14
2530,14
2531,5
2532,5
2533,9
2534,8
2535,5
2536,13
2537,13
2538,4
2539,10
2540,7
2541,12
2542,13
2543,14
2544,4
2545,3
2546,2
2547,3
2548,1
2549,10
2550,3
2551,3
2552,7
2553,11
2554,6
2555,6
2556,7
2557,3
2558,12
2559,16
2560,5
2561,6
2562,13
2563,13
2564,13
2565,1
2566,5
2567,6
2568,8
2569,9
2570,11
2571,11
2572,6
2573,4
2574,15
2575,8
2576,12
2577,15
2578,10
2579,15
2580,9
2581,5
2582,3
2583,1
2584,16
2585,14
2586,7
2587,9
2588,6
2589,10
2590,14
2591,2
2592,3
2593,8
2594,11
2595,12
2596,14
2597,13
2598,9
2599,3
2600,3
2601,11
2602,15
2603,14
2604,5
2605,13
2606,5
2607,1
2608,5
2609,13
2610,14
2611,7
2612,16
2613,6
2614,12
2615,9
2616,13
2617,5
2618,12
2619,10
2620,4
2621,4
2622,10
2623,1
2624,12
2625,1
2626,11
2627,10
2628,5
2629,15
2630,13
2631,6
2632,5
2633,5
2634,5
2635,5
2636,8
2637,6
2638,6
2639,13
2640,12
2641,3
2642,15
2643,10
2644,11
2645,3
2646,15
2647,6
2648,7
2649,6
2650,12
2651,12
2652,7
2653,11
2654,7
2655,7
2656,7
2657,9
2658,5
2659,2
2660,2
2661,12
2662,8
2663,12
2664,11
2665,11
2666,14
2667,13
2668,10
2669,10
2670,12
2671,4
2672,9
2673,6
2674,1
2675,7
2676,3
2677,4
2678,10
2679,13
2680,1
2681,9
2682,6
2683,5
2684,13
2685,2
2686,3
2687,4
2688,14
2689,14
2690,13
2691,9
2692,1
2693,16
2694,4
2695,11
2696,9
2697,11
2698,3
2699,1
2700,16
2701,3
2702,7
2703,11
2704,14
2705,5
2706,6
2707,3
2708,5
2709,6
2710,7
2711,12
2712,16
2713,11
2714,14
2715,11
2716,8
2717,2
2718,2
2719,12
2720,10
2721,16
2722,10
2723,15
2724,10
2725,2
2726,6
2727,6
2728,5
2729,5
2730,4
2731,8
2732,4
2733,12
2734,4
2735,12
2736,5
2737,5
2738,11
2739,12
2740,8
2741,12
2742,3
2743,6
2744,16
2745,9
2746,5
2747,13
2748,1
2749,10
2750,5
2751,6
2752,2
2753,14
2754,4
2755,4
2756,14
2757,6
2758,2
2759,2
2760,8
2761,7
2762,5
2763,13
2764,16
2765,9
2766,12
2767,14
2768,3
2769,8
2770,5
2771,6
2772,5
2773,1
2774,11
2775,11
2776,15
2777,11
2778,15
2779,12
2780,12
2781,4
2782,2
2783,10
2784,15
2785,14
2786,15
2787,11
2788,1
2789,8
2790,10
2791,10
2792,2
2793,15
2794,15
2795,10
2796,8
2797,8
2798,14
2799,7
2800,14
2801,14
2802,10
2803,15
2804,4
2805,7
2806,10
2807,7
2808,12
2809,10
2810,16
2811,14
2812,16
2813,9
2814,15
2815,2
2816,12
2817,1
2818,6
2819,6
2820,9
2821,8
2822,4
2823,12
2824,4
2825,3
2826,11
2827,11
2828,16
2829,13
2830,12
2831,8
2832,4
2833,6
2834,3
2835,10
2836,13
2837,7
2838,9
2839,15
2840,12
2841,14
2842,3
2843,3
2844,8
2845,7
2846,4
2847,2
2848,10
2849,15
2850,4
2851,8
2852,2
2853,9
2854,3
2855,10
2856,7
2857,12
2858,10
2859,6
2860,6
2861,12
2862,11
2863,13
2864,11
2865,11
2866,16
2867,16
2868,9
2869,15
2870,15
2871,9
2872,12
2873,11
2874,8
2875,8
2876,1
2877,5
2878,13
2879,6
2880,3
2881,7
2882,10
2883,10
2884,3
2885,16
2886,7
2887,8
2888,9
2889,13
2890,5
2891,5
2892,11
2893,1
2894,7
2895,11
2896,10
2897,5
2898,16
2899,16
2900,6
2901,7
2902,6
2903,15
2904,6
2905,9
2906,10
2907,3
2908,11
2909,12
2910,8
2911,3
2912,12
2913,10
2914,7
2915,16
2916,8
2917,2
2918,6
2919,6
2920,16
2921,1
2922,7
2923,3
2924,4
2925,11
2926,4
2927,2
2928,12
2929,14
2930,2
2931,7
2932,16
2933,11
2934,7
2935,8
2936,6
2937,14
2938,11
2939,11
2940,7
2941,6
2942,2
2943,12
2944,15
2945,3
2946,1
2947,15
2948,14
2949,9
2950,2
2951,4
2952,3
2953,11
2954,14
2955,9
2956,13
2957,14
2958,3
2959,3
2960,1
2961,12
2962,3
2963,1
2964,1
2965,13
2966,8
2967,11
2968,9
2969,3
2970,5
2971,14
2972,8
2973,6
2974,14
2975,13
2976,2
2977,9
2978,9
2979,7
2980,5
2981,14
2982,6
2983,6
2984,12
2985,12
2986,3
2987,7
2988,2
2989,7
2990,10
2991,11
2992,5
2993,7
2994,5
2995,13
2996,13
2997,14
